Time	S1	S2	I1	I2	Y1	Y2	R1	R2	D1	D2	V1	V2	NewI	NewY
138.379121	2569.489705	30506.136549	7696.770680	8320.923741	6669.439540	6911.575355	31842205.723978	21894960.892579	277126.576098	5231721.471776	0.000000	0.000000	59275611.373746	2255793.695861	
139.381868	2568.817429	30500.482649	7124.602881	7713.250225	6254.397112	6534.376980	31843188.665024	21895833.160604	277131.517554	5231839.729542	0.000000	0.000000	59275617.699922	2255917.645650	
140.384615	2568.189120	30495.199534	6591.813886	7146.964797	5864.600897	6177.257300	31844107.277159	21896651.642731	277136.118939	5231949.935637	0.000000	0.000000	59275623.611346	2256033.478583	
141.387363	2567.603160	30490.273329	6097.199978	6620.657198	5498.400377	5839.063564	31844964.405833	21897418.641257	277140.390651	5232052.364652	0.000000	0.000000	59275629.123510	2256141.515461	
142.390110	2567.057472	30485.686437	5638.931411	6132.376285	5154.464389	5518.838283	31845763.198236	21898136.702809	277144.348493	5232147.396187	0.000000	0.000000	59275634.256092	2256242.143596	
143.392857	2566.549701	30481.419022	5214.826225	5679.852349	4831.558953	5215.694383	31846507.053815	21898808.562549	277148.011306	5232235.471696	0.000000	0.000000	59275639.031277	2256335.794398	
144.395604	2566.077552	30477.451714	4822.744184	5260.862651	4528.495998	4928.777263	31847199.284693	21899436.884882	277151.397572	5232317.023490	0.000000	0.000000	59275643.470734	2256422.889179	
145.398352	2565.638782	30473.765604	4460.586775	4873.231421	4244.133355	4657.264798	31847843.115674	21900024.263447	277154.525414	5232392.474731	0.000000	0.000000	59275647.595614	2256503.839148	
146.401099	2565.231204	30470.342247	4126.297208	4514.829858	3977.374759	4400.367334	31848441.684238	21900573.221124	277157.412591	5232462.239437	0.000000	0.000000	59275651.426550	2256579.045412	
147.403846	2564.852686	30467.163661	3817.860414	4183.576133	3727.169850	4157.327694	31848998.040545	21901086.210033	277160.076506	5232526.722480	0.000000	0.000000	59275654.983654	2256648.898979	
148.406593	2564.501150	30464.212327	3533.303048	3877.435384	3492.514172	3927.421173	31849515.147431	21901565.611530	277162.534198	5232586.319586	0.000000	0.000000	59275658.286522	2256713.780752	
